date,year,month,cell_ll_lat,cell_ll_lon,flag,geartype,hours,fishing_hours,mmsi_present,geartype_label
2020-07-01,2020,7,34.8,-121,USA,drifting_longlines,1.0244,0,1,Drifting Longlines
2020-07-01,2020,7,34.8,-120.8,USA,fishing,1.6258,0,2,Fishing
2020-07-01,2020,7,34.9,-121,USA,fishing,2.2819,0,3,Fishing
2020-07-01,2020,7,35,-121,USA,fishing,1.6027,0,3,Fishing
2020-07-01,2020,7,35,-120.9,USA,fishing,1.2077,0,1,Fishing
2020-07-01,2020,7,34.3,-120.4,USA,fishing,0.7519,0,1,Fishing
2020-07-01,2020,7,34.4,-120.9,USA,pole_and_line,2.6566,0.358,1,Pole and Line
2020-07-01,2020,7,34.4,-120.7,USA,drifting_longlines,1.1677,0,2,Drifting Longlines
2020-07-01,2020,7,34.4,-120.6,USA,pole_and_line,3.2874,0,1,Pole and Line
2020-07-01,2020,7,34.4,-120.5,USA,drifting_longlines,0.0836,0,1,Drifting Longlines
2020-07-01,2020,7,34.4,-120.6,USA,drifting_longlines,1.1002,0,2,Drifting Longlines
2020-07-01,2020,7,34.5,-120.8,USA,fishing,0.5597,0,1,Fishing
2020-07-01,2020,7,34.6,-120.9,USA,drifting_longlines,0.578,0,1,Drifting Longlines
2020-07-01,2020,7,34.7,-120.9,USA,fishing,0.9736,0,2,Fishing
2020-07-01,2020,7,34.7,-121,USA,drifting_longlines,0.6333,0,1,Drifting Longlines
2020-07-01,2020,7,34.8,-121.4,USA,drifting_longlines,1.8969,0,1,Drifting Longlines
2020-07-01,2020,7,35,-121.2,USA,drifting_longlines,0.1311,0,1,Drifting Longlines
2020-07-01,2020,7,35.1,-120.7,USA,fishing,0.1177,0,1,Fishing
2020-07-01,2020,7,34.3,-120.6,USA,drifting_longlines,0.6147,0,1,Drifting Longlines
2020-07-01,2020,7,34.4,-120.8,USA,pole_and_line,2.47,0,1,Pole and Line
2020-07-01,2020,7,34.4,-120.8,USA,drifting_longlines,1.3005,0,1,Drifting Longlines
2020-07-01,2020,7,34.4,-121,USA,pole_and_line,46.5947,29.7613,1,Pole and Line
2020-07-01,2020,7,34.5,-120.6,USA,fishing,1.2638,0,2,Fishing
2020-07-01,2020,7,34.5,-121,USA,drifting_longlines,1.1494,0,1,Drifting Longlines
2020-07-01,2020,7,34.5,-121,USA,pole_and_line,3.7144,3.7144,1,Pole and Line
2020-07-01,2020,7,34.6,-120.8,USA,fishing,4.5763,0,5,Fishing
2020-07-01,2020,7,34.7,-120.8,USA,fishing,2.7361,0,5,Fishing
2020-07-01,2020,7,34.8,-120.9,USA,fishing,2.9341,0,3,Fishing
2020-07-01,2020,7,34.9,-121.6,USA,drifting_longlines,0.3441,0,1,Drifting Longlines
2020-07-01,2020,7,34.9,-120.8,USA,fishing,0.3327,0,1,Fishing
2020-07-01,2020,7,35,-121.1,USA,fishing,0.8005,0,2,Fishing
2020-07-01,2020,7,35,-121.1,USA,drifting_longlines,0.77,0,1,Drifting Longlines
2020-07-01,2020,7,35,-120.7,USA,fishing,11.1952,8.7094,1,Fishing
2020-07-01,2020,7,35.1,-120.8,USA,fishing,0.2411,0,1,Fishing
2020-07-01,2020,7,34.3,-120.8,USA,pole_and_line,1.0741,0,1,Pole and Line
2020-07-01,2020,7,34.3,-120.4,USA,drifting_longlines,1.3741,0,2,Drifting Longlines
2020-07-01,2020,7,34.3,-120.5,USA,drifting_longlines,1.7277,0,2,Drifting Longlines
2020-07-01,2020,7,34.4,-120.4,USA,pole_and_line,2.4852,0,1,Pole and Line
2020-07-01,2020,7,34.4,-120.3,USA,pole_and_line,4.6494,0,1,Pole and Line
2020-07-01,2020,7,34.4,-120.5,USA,pole_and_line,2.3469,0,1,Pole and Line
2020-07-01,2020,7,34.5,-120.7,USA,fishing,2.7383,0,5,Fishing
2020-07-01,2020,7,34.5,-120.7,USA,drifting_longlines,0.2791,0,1,Drifting Longlines
2020-07-01,2020,7,34.5,-120.9,USA,drifting_longlines,0.5416,0,1,Drifting Longlines
2020-07-01,2020,7,34.6,-120.8,USA,drifting_longlines,0.2752,0,1,Drifting Longlines
2020-07-01,2020,7,34.6,-120.7,USA,fishing,1.8066,0,2,Fishing
2020-07-01,2020,7,34.7,-120.9,USA,drifting_longlines,0.3277,0,1,Drifting Longlines
2020-07-01,2020,7,34.8,-121.3,USA,drifting_longlines,0.1363,0,1,Drifting Longlines
2020-07-01,2020,7,34.9,-120.9,USA,fishing,1.4172,0,3,Fishing
2020-07-01,2020,7,34.9,-121.1,USA,drifting_longlines,0.8411,0,1,Drifting Longlines
2020-08-01,2020,8,34.4,-120,USA,pole_and_line,0.6994,0,1,Pole and Line
2020-08-01,2020,8,34.4,-121.1,USA,pole_and_line,4.7102,4.7102,1,Pole and Line
2020-08-01,2020,8,34.4,-120.5,USA,fishing,1.7969,0,3,Fishing
2020-08-01,2020,8,34.4,-120.6,USA,fishing,1.4616,0,2,Fishing
2020-08-01,2020,8,34.5,-121,USA,pole_and_line,2.2836,0,1,Pole and Line
2020-08-01,2020,8,34.5,-120.6,USA,fishing,4.1397,0,1,Fishing
2020-08-01,2020,8,34.7,-120.8,USA,fishing,0.3002,0,1,Fishing
2020-08-01,2020,8,34.3,-120.8,USA,pole_and_line,0.8572,0,1,Pole and Line
2020-08-01,2020,8,34.4,-120.7,USA,pole_and_line,1.0375,0,1,Pole and Line
2020-08-01,2020,8,34.4,-120.3,USA,pole_and_line,0.5413,0,1,Pole and Line
2020-08-01,2020,8,34.4,-120.4,USA,pole_and_line,1.0866,0,1,Pole and Line
2020-08-01,2020,8,34.5,-120.7,USA,fishing,2.9613,0,2,Fishing
2020-08-01,2020,8,34.5,-121.1,USA,pole_and_line,6.6597,6.6597,1,Pole and Line
2020-08-01,2020,8,34.8,-121,USA,fishing,2.258,0,2,Fishing
2020-08-01,2020,8,34.9,-121.1,USA,fishing,0.1716,0,1,Fishing
2020-08-01,2020,8,35,-121.2,USA,fishing,1.6336,0,1,Fishing
2020-08-01,2020,8,34.3,-120.5,USA,fishing,0.0738,0,1,Fishing
2020-08-01,2020,8,34.3,-120.4,USA,fishing,1.5252,0,2,Fishing
2020-08-01,2020,8,34.4,-121,USA,pole_and_line,14.7341,12.3338,1,Pole and Line
2020-08-01,2020,8,34.4,-120.4,USA,fishing,0.8555,0,2,Fishing
2020-08-01,2020,8,34.4,-120.9,USA,pole_and_line,0.725,0,1,Pole and Line
2020-08-01,2020,8,34.4,-120.5,USA,pole_and_line,1.053,0,1,Pole and Line
2020-08-01,2020,8,34.4,-120.8,USA,pole_and_line,0.6736,0,1,Pole and Line
2020-08-01,2020,8,34.8,-120.9,USA,fishing,0.7336,0,1,Fishing
2020-08-01,2020,8,34.3,-120.9,USA,pole_and_line,1.0613,0,1,Pole and Line
2020-08-01,2020,8,34.4,-120.7,USA,fishing,0.483,0,1,Fishing
2020-08-01,2020,8,34.4,-120.3,USA,fishing,0.1772,0,1,Fishing
2020-08-01,2020,8,34.4,-120.6,USA,pole_and_line,1.1213,0,1,Pole and Line
2020-08-01,2020,8,34.6,-120.8,USA,fishing,0.608,0,1,Fishing
2020-08-01,2020,8,34.7,-120.9,USA,fishing,1.6219,0,2,Fishing
2020-08-01,2020,8,34.9,-121,USA,fishing,0.7058,0,1,Fishing
2020-08-01,2020,8,35,-121.1,USA,fishing,2.1922,0,2,Fishing
2020-08-01,2020,8,35.1,-120.8,USA,fishing,27.1808,0,1,Fishing
2020-09-01,2020,9,34.2,-120.6,USA,pole_and_line,1.1169,0,1,Pole and Line
2020-09-01,2020,9,34.3,-120.5,USA,pole_and_line,0.958,0,1,Pole and Line
2020-09-01,2020,9,34.3,-120.5,USA,drifting_longlines,2.4158,0,2,Drifting Longlines
2020-09-01,2020,9,34.4,-120.4,USA,fishing,1.0566,0,2,Fishing
2020-09-01,2020,9,34.4,-120.8,USA,pole_and_line,7.6702,2.6583,1,Pole and Line
2020-09-01,2020,9,34.4,-120.6,USA,drifting_longlines,0.2911,0,1,Drifting Longlines
2020-09-01,2020,9,34.4,-120.6,USA,pole_and_line,4.5025,0,1,Pole and Line
2020-09-01,2020,9,34.4,-120.6,USA,other_purse_seines,0.283,0,1,Other Purse Seines
2020-09-01,2020,9,34.4,-120.9,USA,pole_and_line,2.1702,1.25,1,Pole and Line
2020-09-01,2020,9,34.4,-120.7,USA,pole_and_line,4.2825,0,1,Pole and Line
2020-09-01,2020,9,34.4,-120.8,USA,drifting_longlines,2.2694,0,2,Drifting Longlines
2020-09-01,2020,9,34.5,-120.6,USA,fishing,0.2488,0,1,Fishing
2020-09-01,2020,9,34.5,-121.4,USA,drifting_longlines,0.9997,0,1,Drifting Longlines
2020-09-01,2020,9,34.5,-121.1,USA,drifting_longlines,1.1577,0,1,Drifting Longlines
2020-09-01,2020,9,34.5,-120.9,USA,drifting_longlines,0.4766,0,1,Drifting Longlines
2020-09-01,2020,9,34.5,-121,USA,drifting_longlines,1.1202,0,1,Drifting Longlines
2020-09-01,2020,9,34.5,-121.2,USA,drifting_longlines,2.0241,0,2,Drifting Longlines
2020-09-01,2020,9,34.6,-120.7,USA,other_purse_seines,0.3666,0,1,Other Purse Seines
2020-09-01,2020,9,34.7,-120.8,USA,other_purse_seines,0.8219,0,1,Other Purse Seines
2020-09-01,2020,9,34.8,-120.8,USA,other_purse_seines,0.2608,0,1,Other Purse Seines
2020-09-01,2020,9,35,-120.8,USA,fishing,2.9775,0,1,Fishing
2020-09-01,2020,9,35.1,-120.8,USA,fishing,305.523,0,1,Fishing
2020-09-01,2020,9,34.3,-120.9,USA,pole_and_line,9.8222,8.5663,1,Pole and Line
2020-09-01,2020,9,34.3,-120.4,USA,drifting_longlines,1.7269,0,2,Drifting Longlines
2020-09-01,2020,9,34.3,-121,USA,pole_and_line,5.7002,5.1,1,Pole and Line
2020-09-01,2020,9,34.4,-120.3,USA,other_purse_seines,0.6694,0,1,Other Purse Seines
2020-09-01,2020,9,34.4,-120,USA,pole_and_line,1.4916,0,1,Pole and Line
2020-09-01,2020,9,34.4,-120.9,USA,drifting_longlines,1.6033,0,2,Drifting Longlines
2020-09-01,2020,9,34.4,-121.1,USA,drifting_longlines,1.723,0,1,Drifting Longlines
2020-09-01,2020,9,34.5,-120.7,USA,fishing,1.4163,0,1,Fishing
2020-09-01,2020,9,34.5,-120.7,USA,other_purse_seines,0.5636,0,1,Other Purse Seines
2020-09-01,2020,9,34.6,-121.4,USA,drifting_longlines,1.0788,0,1,Drifting Longlines
2020-09-01,2020,9,34.6,-121.3,USA,drifting_longlines,0.8611,0,1,Drifting Longlines
2020-09-01,2020,9,34.7,-120.8,USA,fishing,0.2588,0,1,Fishing
2020-09-01,2020,9,34.9,-121,USA,other_purse_seines,0.3394,0,1,Other Purse Seines
2020-09-01,2020,9,34.9,-120.9,USA,other_purse_seines,0.7113,0,1,Other Purse Seines
2020-09-01,2020,9,34.3,-120.7,USA,pole_and_line,0.5663,0,1,Pole and Line
2020-09-01,2020,9,34.3,-120.4,USA,pole_and_line,0.758,0,1,Pole and Line
2020-09-01,2020,9,34.3,-120.8,USA,pole_and_line,0.8255,0,1,Pole and Line
2020-09-01,2020,9,34.4,-120.5,USA,fishing,0.5763,0,1,Fishing
2020-09-01,2020,9,34.4,-121,USA,drifting_longlines,0.9102,0,1,Drifting Longlines
2020-09-01,2020,9,34.4,-120.4,USA,other_purse_seines,0.5302,0,1,Other Purse Seines
2020-09-01,2020,9,34.4,-120.4,USA,pole_and_line,4.4263,0,1,Pole and Line
2020-09-01,2020,9,34.4,-120.7,USA,drifting_longlines,1.1811,0,2,Drifting Longlines
2020-09-01,2020,9,34.4,-120.3,USA,fishing,1.4711,0,2,Fishing
2020-09-01,2020,9,34.4,-120.6,USA,fishing,0.718,0,1,Fishing
2020-09-01,2020,9,34.4,-120.5,USA,pole_and_line,4.9222,0,1,Pole and Line
2020-09-01,2020,9,34.4,-120.5,USA,other_purse_seines,0.8477,0,1,Other Purse Seines
2020-09-01,2020,9,34.5,-120.9,USA,pole_and_line,1.6797,0.6497,1,Pole and Line
2020-09-01,2020,9,34.5,-121.5,USA,drifting_longlines,0.2833,0,1,Drifting Longlines
2020-09-01,2020,9,34.5,-121.1,USA,pole_and_line,10.9316,10.6233,1,Pole and Line
2020-09-01,2020,9,34.5,-120.6,USA,other_purse_seines,0.5444,0,1,Other Purse Seines
2020-09-01,2020,9,34.5,-121,USA,pole_and_line,26.6027,12.8966,1,Pole and Line
2020-09-01,2020,9,34.6,-120.7,USA,fishing,0.4,0,1,Fishing
2020-09-01,2020,9,34.6,-121.5,USA,drifting_longlines,1.1733,0,1,Drifting Longlines
2020-09-01,2020,9,34.8,-120.9,USA,other_purse_seines,0.3558,0,1,Other Purse Seines
2020-09-01,2020,9,35,-121,USA,other_purse_seines,2.1288,0,1,Other Purse Seines
2020-09-01,2020,9,35,-120.9,USA,other_purse_seines,0.7911,0,1,Other Purse Seines
2020-09-01,2020,9,34.3,-120.6,USA,drifting_longlines,1.8077,0,2,Drifting Longlines
2020-09-01,2020,9,34.3,-120.6,USA,pole_and_line,0.5838,0,1,Pole and Line
2020-09-01,2020,9,34.3,-120.7,USA,drifting_longlines,0.8163,0,1,Drifting Longlines
2020-09-01,2020,9,34.4,-121,USA,pole_and_line,16.9072,16.3991,1,Pole and Line
2020-09-01,2020,9,34.4,-121.2,USA,drifting_longlines,0.2558,0,1,Drifting Longlines
2020-09-01,2020,9,34.4,-120,USA,fishing,1.8811,0,2,Fishing
2020-09-01,2020,9,34.4,-120.3,USA,pole_and_line,3.3672,0,1,Pole and Line
2020-09-01,2020,9,34.4,-120,USA,other_purse_seines,0.5577,0,1,Other Purse Seines
2020-09-01,2020,9,34.5,-121.3,USA,drifting_longlines,1.4672,0,1,Drifting Longlines
2020-09-01,2020,9,34.6,-120.8,USA,other_purse_seines,0.545,0,1,Other Purse Seines
2020-09-01,2020,9,34.7,-120.7,USA,fishing,0.5413,0,1,Fishing
2020-09-01,2020,9,34.7,-121.6,USA,drifting_longlines,0.2505,0,1,Drifting Longlines
2020-09-01,2020,9,34.8,-120.8,USA,fishing,0.5905,0,1,Fishing
2020-09-01,2020,9,34.9,-120.8,USA,fishing,0.8566,0,1,Fishing
2020-10-01,2020,10,34,-121,USA,drifting_longlines,0.9494,0,1,Drifting Longlines
2020-10-01,2020,10,34.1,-121.1,USA,fishing,0.8138,0,1,Fishing
2020-10-01,2020,10,34.1,-121,USA,fishing,0.2058,0,1,Fishing
2020-10-01,2020,10,34.1,-121.2,USA,drifting_longlines,1.0666,0,1,Drifting Longlines
2020-10-01,2020,10,34.2,-121.1,USA,fishing,0.2722,0,1,Fishing
2020-10-01,2020,10,34.2,-120.8,USA,fishing,0.8833,0,1,Fishing
2020-10-01,2020,10,34.3,-120.6,USA,drifting_longlines,2.5091,0,2,Drifting Longlines
2020-10-01,2020,10,34.3,-120.8,USA,drifting_longlines,1.725,0,2,Drifting Longlines
2020-10-01,2020,10,34.3,-120.5,USA,pole_and_line,0.8075,0,1,Pole and Line
2020-10-01,2020,10,34.3,-120.8,USA,fishing,0.3333,0,1,Fishing
2020-10-01,2020,10,34.3,-121.3,USA,fishing,0.2663,0,1,Fishing
2020-10-01,2020,10,34.3,-120.8,USA,pole_and_line,1.608,0,1,Pole and Line
2020-10-01,2020,10,34.3,-120.6,USA,pole_and_line,0.5338,0,1,Pole and Line
2020-10-01,2020,10,34.4,-121,USA,fishing,1.4166,0,1,Fishing
2020-10-01,2020,10,34.4,-120.7,USA,fishing,0.6833,0,1,Fishing
2020-10-01,2020,10,34.4,-120.3,USA,pole_and_line,2.8575,0,1,Pole and Line
2020-10-01,2020,10,34.5,-120.9,USA,pole_and_line,0.1411,0,1,Pole and Line
2020-10-01,2020,10,34.5,-120.7,USA,fishing,3.3722,0,2,Fishing
2020-10-01,2020,10,34.5,-121.1,USA,fishing,0.4663,0,1,Fishing
2020-10-01,2020,10,34.5,-121.5,USA,drifting_longlines,1.4491,0,2,Drifting Longlines
2020-10-01,2020,10,34.6,-121.4,USA,drifting_longlines,0.5583,0,1,Drifting Longlines
2020-10-01,2020,10,34.6,-121.4,USA,fishing,0.4638,0,1,Fishing
2020-10-01,2020,10,34.6,-121.2,USA,fishing,0.9169,0,1,Fishing
2020-10-01,2020,10,34.8,-121.6,USA,fishing,0.6558,0,1,Fishing
2020-10-01,2020,10,34.9,-121,USA,fishing,2.4025,0,3,Fishing
2020-10-01,2020,10,34,-120.9,USA,drifting_longlines,0.8361,0,1,Drifting Longlines
2020-10-01,2020,10,34,-121,USA,fishing,0.7691,0,1,Fishing
2020-10-01,2020,10,34.1,-121.1,USA,drifting_longlines,0.7227,0,1,Drifting Longlines
2020-10-01,2020,10,34.2,-121.2,USA,fishing,0.5605,0,1,Fishing
2020-10-01,2020,10,34.2,-121.3,USA,drifting_longlines,0.8052,0,1,Drifting Longlines
2020-10-01,2020,10,34.3,-120.7,USA,drifting_longlines,1.7913,0,2,Drifting Longlines
2020-10-01,2020,10,34.3,-120.4,USA,pole_and_line,0.4,0,1,Pole and Line
2020-10-01,2020,10,34.4,-120.9,USA,drifting_longlines,1.6755,0,1,Drifting Longlines
2020-10-01,2020,10,34.4,-121,USA,drifting_longlines,1.5852,0,2,Drifting Longlines
2020-10-01,2020,10,34.4,-121.1,USA,drifting_longlines,1.5661,0,2,Drifting Longlines
2020-10-01,2020,10,34.4,-120.9,USA,fishing,0.3502,0,1,Fishing
2020-10-01,2020,10,34.4,-120,USA,pole_and_line,2.4363,0,1,Pole and Line
2020-10-01,2020,10,34.5,-121.1,USA,drifting_longlines,0.833,0,1,Drifting Longlines
2020-10-01,2020,10,34.5,-121,USA,drifting_longlines,0.8327,0,1,Drifting Longlines
2020-10-01,2020,10,34.7,-121.5,USA,fishing,0.4694,0,1,Fishing
2020-10-01,2020,10,34.8,-120.9,USA,fishing,0.8669,0,1,Fishing
2020-10-01,2020,10,34.8,-121.3,USA,fishing,0.0994,0,1,Fishing
2020-10-01,2020,10,35,-121,USA,fishing,0.6,0,1,Fishing
2020-10-01,2020,10,34,-120.9,USA,fishing,0.2791,0,1,Fishing
2020-10-01,2020,10,34.3,-120.7,USA,pole_and_line,2.9005,0,1,Pole and Line
2020-10-01,2020,10,34.3,-120.9,USA,fishing,0.6663,0,1,Fishing
2020-10-01,2020,10,34.3,-120.5,USA,fishing,1.3541,0,2,Fishing
2020-10-01,2020,10,34.3,-120.4,USA,fishing,1.1933,0,2,Fishing
2020-10-01,2020,10,34.3,-121,USA,pole_and_line,2.84,2.7563,1,Pole and Line
2020-10-01,2020,10,34.3,-121.2,USA,fishing,0.7588,0,1,Fishing
2020-10-01,2020,10,34.4,-120.9,USA,pole_and_line,3.0094,0.25,1,Pole and Line
2020-10-01,2020,10,34.4,-120.5,USA,pole_and_line,2.9261,0,1,Pole and Line
2020-10-01,2020,10,34.4,-121,USA,pole_and_line,26.9794,25.1797,1,Pole and Line
2020-10-01,2020,10,34.4,-120.8,USA,drifting_longlines,0.8252,0,1,Drifting Longlines
2020-10-01,2020,10,34.4,-120.7,USA,drifting_longlines,0.5744,0,1,Drifting Longlines
2020-10-01,2020,10,34.4,-120.7,USA,pole_and_line,2.6075,0,1,Pole and Line
2020-10-01,2020,10,34.4,-120.4,USA,fishing,0.3491,0,1,Fishing
2020-10-01,2020,10,34.5,-121.4,USA,drifting_longlines,1.5494,0,2,Drifting Longlines
2020-10-01,2020,10,34.5,-121.4,USA,fishing,0.8888,0,1,Fishing
2020-10-01,2020,10,34.5,-121.2,USA,drifting_longlines,0.9088,0,1,Drifting Longlines
2020-10-01,2020,10,34.5,-121.3,USA,drifting_longlines,1.6625,0,2,Drifting Longlines
2020-10-01,2020,10,34.6,-121.2,USA,drifting_longlines,0.3083,0,1,Drifting Longlines
2020-10-01,2020,10,34.6,-121.5,USA,fishing,0.5305,0,1,Fishing
2020-10-01,2020,10,34.7,-120.9,USA,fishing,1.9944,0,3,Fishing
2020-10-01,2020,10,34.7,-121.2,USA,fishing,0.3327,0,1,Fishing
2020-10-01,2020,10,34.7,-121.6,USA,drifting_longlines,0.7663,0,1,Drifting Longlines
2020-10-01,2020,10,34.7,-120.8,USA,fishing,0.5419,0,1,Fishing
2020-10-01,2020,10,34.7,-121.3,USA,fishing,0.7841,0,1,Fishing
2020-10-01,2020,10,34.7,-121.4,USA,drifting_longlines,0.2666,0,1,Drifting Longlines
2020-10-01,2020,10,34.8,-121,USA,fishing,1.6566,0,2,Fishing
2020-10-01,2020,10,34.9,-121.4,USA,fishing,0.9333,0,1,Fishing
2020-10-01,2020,10,34.9,-121.6,USA,fishing,0.318,0.318,1,Fishing
2020-10-01,2020,10,34.9,-120.9,USA,fishing,0.2741,0,1,Fishing
2020-10-01,2020,10,35,-121.1,USA,fishing,1.5288,0,2,Fishing
2020-10-01,2020,10,35,-121.5,USA,fishing,1.5263,0,2,Fishing
2020-10-01,2020,10,33.9,-120.9,USA,fishing,0.6569,0,1,Fishing
2020-10-01,2020,10,33.9,-120.9,USA,drifting_longlines,0.0558,0,1,Drifting Longlines
2020-10-01,2020,10,34.1,-120.7,USA,fishing,0.7833,0,1,Fishing
2020-10-01,2020,10,34.2,-121.4,USA,drifting_longlines,0.8055,0,1,Drifting Longlines
2020-10-01,2020,10,34.3,-120.5,USA,drifting_longlines,1.9919,0,2,Drifting Longlines
2020-10-01,2020,10,34.3,-120.9,USA,drifting_longlines,1.1569,0,2,Drifting Longlines
2020-10-01,2020,10,34.3,-120.9,USA,pole_and_line,13.4202,11.3952,1,Pole and Line
2020-10-01,2020,10,34.3,-120.4,USA,drifting_longlines,0.7583,0,1,Drifting Longlines
2020-10-01,2020,10,34.3,-121.5,USA,drifting_longlines,0.5138,0,1,Drifting Longlines
2020-10-01,2020,10,34.4,-120.6,USA,pole_and_line,2.8561,0,1,Pole and Line
2020-10-01,2020,10,34.4,-120.4,USA,pole_and_line,3.3941,0,1,Pole and Line
2020-10-01,2020,10,34.4,-121.2,USA,drifting_longlines,1.4375,0,2,Drifting Longlines
2020-10-01,2020,10,34.4,-120.6,USA,fishing,2.6499,0,3,Fishing
2020-10-01,2020,10,34.4,-121.3,USA,fishing,0.775,0,1,Fishing
2020-10-01,2020,10,34.4,-120.5,USA,fishing,1.0597,0,2,Fishing
2020-10-01,2020,10,34.4,-120.8,USA,pole_and_line,4.1497,0.5416,1,Pole and Line
2020-10-01,2020,10,34.5,-121,USA,pole_and_line,13.3513,13.1419,1,Pole and Line
2020-10-01,2020,10,34.5,-121.3,USA,fishing,0.05,0,1,Fishing
2020-10-01,2020,10,34.5,-120.6,USA,fishing,0.3413,0,1,Fishing
2020-10-01,2020,10,34.5,-120.8,USA,fishing,0.8647,0,1,Fishing
2020-10-01,2020,10,34.6,-121.3,USA,drifting_longlines,0.8002,0,1,Drifting Longlines
2020-10-01,2020,10,34.6,-120.8,USA,fishing,1.8513,0,2,Fishing
2020-10-01,2020,10,34.7,-121.5,USA,drifting_longlines,1.0166,0,1,Drifting Longlines
2020-10-01,2020,10,34.7,-121.6,USA,fishing,0.6308,0,1,Fishing
2020-10-01,2020,10,34.8,-121.4,USA,fishing,0.7836,0,1,Fishing
2020-11-01,2020,11,34,-120.8,USA,fishing,1.1002,0,1,Fishing
2020-11-01,2020,11,34.1,-120.9,USA,fishing,0.6494,0,1,Fishing
2020-11-01,2020,11,34.2,-120.6,USA,fishing,1.7113,0,2,Fishing
2020-11-01,2020,11,34.2,-121,USA,fishing,0.9436,0,1,Fishing
2020-11-01,2020,11,34.3,-120.6,USA,fishing,1.908,0,3,Fishing
2020-11-01,2020,11,34.3,-120.8,USA,drifting_longlines,0.6758,0,1,Drifting Longlines
2020-11-01,2020,11,34.3,-120.7,USA,fishing,1.5636,0,2,Fishing
2020-11-01,2020,11,34.3,-120.7,USA,drifting_longlines,0.6497,0,1,Drifting Longlines
2020-11-01,2020,11,34.3,-120.6,USA,drifting_longlines,0.6661,0,1,Drifting Longlines
2020-11-01,2020,11,34.4,-121.2,USA,drifting_longlines,0.4338,0,1,Drifting Longlines
2020-11-01,2020,11,34.4,-120.7,USA,fishing,0.855,0,3,Fishing
2020-11-01,2020,11,34.4,-121.1,USA,drifting_longlines,0.6911,0,1,Drifting Longlines
2020-11-01,2020,11,34.4,-121.2,USA,fishing,0.988,0,1,Fishing
2020-11-01,2020,11,34.4,-120.4,USA,other_purse_seines,0.6077,0,1,Other Purse Seines
2020-11-01,2020,11,34.4,-120.6,USA,fishing,2.5433,0,3,Fishing
2020-11-01,2020,11,34.5,-121.3,USA,drifting_longlines,0.59,0,1,Drifting Longlines
2020-11-01,2020,11,34.6,-121,USA,trollers,0.7588,0,1,Trollers
2020-11-01,2020,11,34.7,-120.8,USA,fishing,1.2552,0,3,Fishing
2020-11-01,2020,11,34.7,-121.1,USA,trollers,0.8752,0,1,Trollers
2020-11-01,2020,11,34.7,-120.9,USA,fishing,3.7972,0,6,Fishing
2020-11-01,2020,11,34.8,-121,USA,fishing,1.2044,0,4,Fishing
2020-11-01,2020,11,35,-121,USA,fishing,0.8755,0,1,Fishing
2020-11-01,2020,11,35,-121.2,USA,fishing,0.3413,0,1,Fishing
2020-11-01,2020,11,35,-121.2,USA,trollers,0.7833,0,1,Trollers
2020-11-01,2020,11,34.1,-121,USA,fishing,0.2666,0,1,Fishing
2020-11-01,2020,11,34.4,-120.9,USA,drifting_longlines,0.0333,0,1,Drifting Longlines
2020-11-01,2020,11,34.4,-120.6,USA,other_purse_seines,0.5577,0,1,Other Purse Seines
2020-11-01,2020,11,34.5,-121,USA,trollers,0.6883,0,1,Trollers
2020-11-01,2020,11,34.5,-121.3,USA,fishing,0.5497,0,1,Fishing
2020-11-01,2020,11,34.5,-120.6,USA,other_purse_seines,0.0933,0,1,Other Purse Seines
2020-11-01,2020,11,34.6,-120.7,USA,fishing,0.49,0,2,Fishing
2020-11-01,2020,11,34.6,-120.7,USA,other_purse_seines,0.3166,0,1,Other Purse Seines
2020-11-01,2020,11,34.8,-120.8,USA,other_purse_seines,0.8155,0,1,Other Purse Seines
2020-11-01,2020,11,34.8,-121.1,USA,trawlers,3.49,3.49,1,Trawlers
2020-11-01,2020,11,34.9,-121.1,USA,trawlers,5.7738,3.835,1,Trawlers
2020-11-01,2020,11,34.9,-121.6,USA,fishing,0.4908,0,1,Fishing
2020-11-01,2020,11,34.9,-120.9,USA,fishing,1.198,0,2,Fishing
2020-11-01,2020,11,35,-121.1,USA,fishing,2.7174,0,3,Fishing
2020-11-01,2020,11,35,-121.2,USA,trawlers,0.5152,0,1,Trawlers
2020-11-01,2020,11,35,-121.1,USA,trawlers,0.7694,0,1,Trawlers
2020-11-01,2020,11,34.2,-120.6,USA,trollers,0.0522,0,1,Trollers
2020-11-01,2020,11,34.3,-120.7,USA,trollers,0.5872,0,1,Trollers
2020-11-01,2020,11,34.3,-120.8,USA,trollers,0.6172,0,1,Trollers
2020-11-01,2020,11,34.3,-120.5,USA,drifting_longlines,0.3336,0,1,Drifting Longlines
2020-11-01,2020,11,34.4,-120.3,USA,other_purse_seines,0.2252,0,1,Other Purse Seines
2020-11-01,2020,11,34.4,-121,USA,drifting_longlines,0.7916,0,1,Drifting Longlines
2020-11-01,2020,11,34.4,-120.5,USA,other_purse_seines,0.7658,0,1,Other Purse Seines
2020-11-01,2020,11,34.4,-120.8,USA,fishing,1.4338,0,2,Fishing
2020-11-01,2020,11,34.4,-120.9,USA,trollers,0.803,0,1,Trollers
2020-11-01,2020,11,34.5,-120.8,USA,fishing,2.3736,0,4,Fishing
2020-11-01,2020,11,34.5,-120.9,USA,fishing,0.5583,0,1,Fishing
2020-11-01,2020,11,34.5,-120.7,USA,fishing,2.7352,0,4,Fishing
